StartDate,EndDate,ResponseType,IPAddress,Progress,DurationSeconds,Finished,RecordedDate,ResponseID,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,YearOfBirth,"

GenderCategory",Gender,IsEnglishFirstLanguage,Race,RaceOther,AbleToAnswerCountryOfResidence,CountryOfResidence,StateOfResidence,RoleAtBerkeley,IsTransferStudent,YearsAtBerkeley,DidEarnMoneyLastYear,EmploymentStatus,IncomeIn2020,HighestDegreeReceived,PoliticalAffiliation,ReligiousAffliation,ReligiousAffliationOther,ReligiousAffliationOther2,BookFormatPurchasedMostOften,FrequencySocialMediaAccess,FrequencySocialMediaPosting,TimeFC_FrequencySocialMediaPosting,TimeLC_FrequencySocialMediaPosting,TimePS_FrequencySocialMediaPosting,TimeCC_FrequencySocialMediaPosting,ClassLevel,GenderCGSurvey,RaceCGSurvey,HasServedInCG,HasServedInAnyOtherUniformedService,PlaceboPreTestColleagueAffinity,TimeFC_Intro,TimeLC_Intro,TimePS_Intro,TimeCC_Intro,TimeFC_Intro2,TimeLC_Intro2,TimePS_Intro2,TimeCC_Intro2,PracticeQCGComparison,TimeFC_PracticeQCGComparison,TimeLC_PracticeQCGComparison,TimePS_PracticeQCGComparison,TimeCC_PracticeQCGComparison,TreatmentQ1,TimeFC_TreatmentQ1,TimeLC_TreatmentQ1,TimePS_TreatmentQ1,TimeCC_TreatmentQ1,TreatmentQ2,TimeFC_TreatmentQ2,TimeLC_TreatmentQ2,TimePS_TreatmentQ2,TimeCC_TreatmentQ2,TreatmentQ3,TimeFC_TreatmentQ3,TimeLC_TreatmentQ3,TimePS_TreatmentQ3,TimeCC_TreatmentQ3,TreatmentQ4,TimeFC_TreatmentQ4,TimeLC_TreatmentQ4,TimePS_TreatmentQ4,TimeCC_TreatmentQ4,TreatmentQ5,TimeFC_TreatmentQ5,TimeLC_TreatmentQ5,TimePS_TreatmentQ5,TimeCC_TreatmentQ5,TreatmentQ6,TimeFC_TreatmentQ6,TimeLC_TreatmentQ6,TimePS_TreatmentQ6,TimeCC_TreatmentQ6,ControlQ1,TimeFC_ControlQ1,TimeLC_ControlQ1,TimePS_ControlQ1,TimeCC_ControlQ1,ControlQ2,TimeFC_ControlQ2,TimeLC_ControlQ2,TimePS_ControlQ2,TimeCC_ControlQ2,ControlQ3,TimeFC_ControlQ3,TimeLC_ControlQ3,TimePS_ControlQ3,TimeCC_ControlQ3,ControlQ4,TimeFC_ControlQ4,TimeLC_ControlQ4,TimePS_ControlQ4,TimeCC_ControlQ4,ControlQ5,TimeFC_ControlQ5,TimeLC_ControlQ5,TimePS_ControlQ5,TimeCC_ControlQ5,ControlQ6,TimeFC_ControlQ6,TimeLC_ControlQ6,TimePS_ControlQ6,TimeCC_ControlQ6,PlaceboPostTestColleagueAffinity,TimeFC_PlaceboPostTestColleagueAffinity,TimeLC_PlaceboPostTestColleagueAffinity,TimePS_PlaceboPostTestColleagueAffinity,TimeCC_PlaceboPostTestColleagueAffinity
3/31/2021 20:33,3/31/2021 21:41,IP Address,97.114.213.149,100,4068,TRUE,3/31/2021 21:41,R_31cuvH38jf2jrSO,35.49079895,-93.4910965,anonymous,EN,1978,Cisgender Man,,Yes,Non-Hispanic White,,Yes,United States of America,Arkansas,Undergraduate Student,No,2nd Year,Yes,Employed part time,"$20,000 - $29,999",Some college,Independent,Protestant,,,I buy both,Daily,Less than Weekly,9.32,9.32,11.001,1,Fresh/Soph,Male,White,No,No,Like somewhat,3.914,24.365,25.97,11,26.49,26.49,27.431,1,0,42.496,47.429,56.353,3,0,30.063,30.063,34.215,1,0,38.161,38.161,39.992,1,0,11.699,12.537,25.301,2,0,24.021,24.021,26.432,1,0,56.301,57.139,61.21,2,0,9.195,10.76,13.675,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
3/31/2021 20:32,3/31/2021 21:41,IP Address,24.5.101.93,100,4120,TRUE,3/31/2021 21:41,R_1d5o1BTeoMehQmy,37.98300171,-122.6000977,anonymous,EN,2000,Cisgender Woman,,Yes,Non-Hispanic White,,Yes,United States of America,California,Other,,,Yes,Student,"$10,000 - $19,999",Some college,Independent,Atheist or agnostic,,,I buy both,More than once a day,Less than Weekly,10.19,10.19,11.689,1,Jr/Sr,Female,White,No,No,Like somewhat,1.888,12.011,17.668,6,0,0,65.302,0,0,34.24,57.151,59.408,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.581,5.581,7.483,1,0,23.937,25.344,35.585,2,0,4.13,4.971,7.158,2,0,3.009,3.009,7.086,1,0,16.647,16.647,20.361,1,0,36.857,37.625,39.592,2,Like somewhat,0,0,12.28,0
3/31/2021 20:36,3/31/2021 21:41,IP Address,68.230.48.246,100,3907,TRUE,3/31/2021 21:41,R_1IbcjqKrfKPAf4k,32.21299744,-110.8279037,anonymous,EN,1984,Cisgender Man,,Yes,Non-Hispanic White,,Yes,United States of America,Arizona,Other,,,Yes,Employed part time,"Less than $10,000","Advanced degree (Master's, Doctorate)",Democrat,Protestant,,,I buy both,Less than Weekly,Less than Weekly,14.74,14.74,20.978,1,Grad/Post-Grad,Male,White,No,Yes,Like a great deal,1.819,28.982,30.218,13,5.42,29.276,47.692,5,0,53.559,59.959,63.39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32.84,33.616,35.023,2,0,32.057,32.513,33.889,2,0,22.388,24.236,25.643,3,0,25.197,25.197,26.597,1,0,45.652,45.652,47.706,1,0,14.587,14.587,21.473,1,Like a great deal,,,,
3/31/2021 20:31,3/31/2021 21:47,IP Address,68.225.41.49,100,4550,TRUE,3/31/2021 21:47,R_2EayGuVVnIUnYUP,36.80560303,-76.26660156,anonymous,EN,1990,Cisgender Man,,Yes,Non-Hispanic White,,Yes,United States of America,Virginia,Undergraduate Student,,4th Year,Yes,Employed full time,"$30,000 - $39,999",Bachelor's degree,Independent,Roman Catholic,,,I buy both,Daily,Less than Weekly,5.237,6.442,8.157,2,Jr/Sr,Male,White,No,No,Like somewhat,2.081,26.32,27.888,11,0,0,54.033,0,0,63.51,91.713,92.794,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.475,6.475,10.776,1,0,9.183,24.593,38.965,2,0,0,0,5.889,0,0,5.705,5.705,9.801,1,0,4.719,5.618,7.853,2,0,5.44,6.945,10.028,2,Like a great deal,0,0,14.047,0
3/31/2021 20:42,3/31/2021 21:58,IP Address,12.169.99.98,100,4520,TRUE,3/31/2021 21:58,R_QghTi29Xndqrr6F,36.91020203,-121.7564011,anonymous,EN,1997,Cisgender Woman,,Yes,Hispanic or Latino,,Yes,United States of America,California,Other,,,Yes,Employed part time,"$10,000 - $19,999",Some college,Democrat,Roman Catholic,,,I don't purchase books,More than once a day,Daily,20.568,20.568,23.812,1,Prefer not to answer,Female,"Hispanic, Latinex, or Spanish Origin",No,No,Like a great deal,5.74,20.287,21.26,6,0,0,3.463,0,0,20.159,33.899,46.49,3,0,4.052,4.052,6.397,1,0,7.298,7.82,9.858,2,0,0,0,5.488,0,0,6.52,6.52,8.219,1,0,59.879,60.645,71.971,3,0,5.681,13.894,16.694,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither like nor dislike,,,,
3/31/2021 20:37,3/31/2021 21:59,IP Address,70.180.245.189,100,4905,TRUE,3/31/2021 21:59,R_djpl1kBAdVtvcu5,36.11500549,-115.2164993,anonymous,EN,1992,Cisgender Woman,,Yes,Other:,"Biracial, Black and White",Yes,United States of America,Nevada,Other,,,Yes,Employed full time,"$40,000 - $49,999",Bachelor's degree,Other,Prefer not to say,,,I buy ebooks,More than once a day,Daily,4.945,8.662,10.249,3,Grad/Post-Grad,Female,"White,Black or African American",No,No,Dislike somewhat,1.795,29.644,30.847,16,10.845,72.699,74.236,3,0,20.965,93.523,94.554,8,0,8.978,121.473,122.574,9,0,5.031,17.126,24.234,4,0,3.735,25.979,26.861,7,0,5.913,21.239,22.305,7,0,5.476,41.092,42.856,6,0,5.866,29.799,31.014,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dislike somewhat,,,,
3/31/2021 20:53,3/31/2021 22:07,IP Address,76.194.212.201,100,4460,TRUE,3/31/2021 22:07,R_BWZK3VeYjuwe73b,34.21879578,-118.1997986,anonymous,EN,1974,Cisgender Man,,Yes,Non-Hispanic White,,Yes,United States of America,California,Other,,,No,Unemployed looking for work,,Some college,Independent,Atheist or agnostic,,,I buy ebooks,Daily,Less than Weekly,14.05,14.05,15.692,1,Prefer not to answer,Male,White,No,No,Neither like nor dislike,2.013,22.866,24.142,14,0,0,62.663,0,0,16.407,84.985,87.116,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,54.873,55.992,57.711,2,0,22.849,23.691,24.918,2,0,41.533,41.533,42.916,1,0,21.419,22.711,24.156,2,0,15.843,15.843,17.649,1,0,42.539,59.975,61.766,3,Like somewhat,0,0,12.805,0
3/31/2021 20:31,3/31/2021 22:09,IP Address,104.12.139.156,100,5883,TRUE,3/31/2021 22:09,R_24HrPR6hhGodUU2,34.17649841,-118.6139984,anonymous,EN,1993,Cisgender Woman,,No,Hispanic or Latino,,Yes,United States of America,California,Other,,,Yes,Employed part time,"$20,000 - $29,999",Bachelor's degree,Independent,Roman Catholic,,,I buy physical books,More than once a day,Weekly,12.253,12.253,13.79,1,Grad/Post-Grad,Female,"Hispanic, Latinex, or Spanish Origin",No,No,Neither like nor dislike,2.34,24.825,27.114,12,0,0,100.586,0,0,135.958,151.854,154.616,4,0,15.85,32.753,35.483,2,0,31.584,35.329,37.13,6,0,2.555,58.903,65.953,4,0,25.765,25.765,27.174,1,0,34.826,36.586,37.512,2,0,20.227,20.227,22.484,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither like nor dislike,,,,
3/31/2021 21:08,3/31/2021 22:21,IP Address,24.24.245.174,100,4397,TRUE,3/31/2021 22:21,R_1pMQ5Wp3nvhCPeS,34.13009644,-117.2043991,anonymous,EN,1990,Cisgender Man,,Yes,Asian,,Yes,United States of America,California,Other,,,Yes,Employed full time,"$70,000 - $79,999","Advanced degree (Master's, Doctorate)",Democrat,Atheist or agnostic,,,I buy both,More than once a day,Less than Weekly,13.159,13.159,18.439,1,Prefer not to answer,Male,Asian,No,No,Like somewhat,1.25,13.428,13.988,14,0,0,5.244,0,0,46.504,47.565,48.031,4,0,8.377,8.377,15.408,1,0,97.207,101.502,102.482,4,0,12.318,12.318,14.64,1,0,5.791,5.791,7.182,1,0,5.789,7.222,8.814,4,0,6.097,7.644,9.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
3/31/2021 21:20,3/31/2021 22:24,IP Address,172.118.167.38,100,3828,TRUE,3/31/2021 22:24,R_1Dx7aNwsImH8Ymm,34.21490479,-119.1761017,anonymous,EN,1982,Cisgender Woman,,No,Asian,,Yes,United States of America,California,Other,,,Yes,Unemployed looking for work,"$60,000 - $69,999",Bachelor's degree,Independent,Protestant,,,I buy physical books,More than once a day,Weekly,8.359,8.359,9.508,1,Prefer not to answer,Female,Asian,No,No,Neither like nor dislike,3.047,15.752,21.291,6,0,0,55.776,0,0,46.309,51.1,52.216,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22.341,26.03,27.995,8,0,49.013,61.432,62.859,14,0,16.775,23.106,24.914,6,0,19.071,21.596,23.256,6,0,50.909,50.909,53.087,1,0,13.735,19.871,21.552,5,Neither like nor dislike,7.816,7.816,14.026,1
3/31/2021 20:31,3/31/2021 22:27,IP Address,38.81.146.252,100,6977,TRUE,3/31/2021 22:27,R_2OOsOqrqaBTBbOC,36.5316925,-94.59570313,anonymous,EN,1984,Cisgender Woman,,Yes,Non-Hispanic White,,Yes,United States of America,Missouri,Other,,,Yes,Employed part time,"$10,000 - $19,999",Some college,Other,Other Christian:,Baptist,,I buy ebooks,More than once a day,Weekly,3.639,9.225,10.595,4,Prefer not to answer,Female,White,No,No,Like a great deal,1.651,22.438,27.104,13,6.126,79.507,81.886,7,0,7.485,111.039,111.838,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.027,28.497,29.676,5,0,1.088,17.798,18.783,4,0,1.047,86.622,88.044,18,0,4.085,35.994,36.4,12,0,2.088,52.111,52.49,13,0,1.651,30.117,30.995,13,Like a great deal,,,,
3/31/2021 21:26,3/31/2021 22:33,IP Address,144.208.122.211,100,4005,TRUE,3/31/2021 22:33,R_TmWxrFU7K83P6UN,38.89390564,-77.03649902,anonymous,EN,1996,Cisgender Man,,Yes,Non-Hispanic White,,Yes,United States of America,Florida,Staff,,,Yes,Employed full time,"$90,000 - $99,999","Advanced degree (Master's, Doctorate)",Democrat,Roman Catholic,,,I buy physical books,Less than Weekly,Weekly,3.543,3.543,5.009,1,Grad/Post-Grad,Male,White,No,No,Like somewhat,1.052,44.269,45.462,12,0,0,2.864,0,0,5.305,9.873,11.552,5,0,2.424,2.909,4.181,2,0,0.444,1.071,2.67,2,0,0.919,1.343,3.147,2,0,1.093,1.093,2.723,1,0,1.71,1.71,2.999,1,0,1.056,2.03,3.329,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
3/31/2021 20:33,3/31/2021 22:35,IP Address,98.1.15.110,100,7319,TRUE,3/31/2021 22:35,R_2QJJVWhmgGgO1Hx,43.21380615,-77.45749664,anonymous,EN,1989,Cisgender Man,,Yes,Non-Hispanic White,,Yes,United Kingdom of Great Britain and Northern Ireland,,Graduate Student,,2nd Year,Yes,Employed full time,"$60,000 - $69,999",Bachelor's degree,Republican,Roman Catholic,,,I buy physical books,Weekly,Weekly,2.552,2.552,4.551,1,Fresh/Soph,Male,White,Yes,Yes,Like somewhat,1.505,16.932,17.927,11,0,0,3.274,0,0,9.341,11.085,13.287,3,0,3.31,3.31,5.69,1,0,3.128,3.128,5.201,1,0,3.206,3.862,5.984,2,0,3.303,3.303,5.552,1,0,3.713,3.713,5.877,1,0,4.774,4.774,7.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
3/31/2021 21:44,3/31/2021 22:48,IP Address,104.246.33.183,100,3895,TRUE,3/31/2021 22:49,R_2fiX6Cr8V61UoyO,40.46310425,-74.34549713,anonymous,EN,2000,Cisgender Man,,Yes,Asian,,Yes,United States of America,New Jersey,Undergraduate Student,Yes,3rd Year,Yes,Student,"Less than $10,000",Some college,Democrat,Atheist or agnostic,,,I buy physical books,More than once a day,Less than Weekly,5.862,5.862,6.82,1,Jr/Sr,Male,Asian,No,No,Like somewhat,1.171,16.238,18.006,13,0,0,8.924,0,0,30.681,30.681,31.242,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30.035,30.035,31.581,1,0,20.658,20.658,33.103,1,0,27.584,110.057,110.551,9,0,23.817,38.898,39.473,4,0,13.732,15.34,16.553,3,0,39.842,41.071,42.347,3,Like somewhat,,,,
3/31/2021 22:19,3/31/2021 22:59,IP Address,172.251.171.45,100,2408,TRUE,3/31/2021 22:59,R_3ekOB0qgv4h9UcW,34.17649841,-118.6139984,anonymous,EN,1993,Cisgender Man,,Yes,Native American,,Yes,United States of America,South Carolina,Staff,,,Yes,Employed part time,"$10,000 - $19,999",Bachelor's degree,Republican,Roman Catholic,,,I buy physical books,Daily,Daily,6.347,6.347,8.908,1,Grad/Post-Grad,Male,White,Yes,No,Like somewhat,1.2,20.511,21.692,11,0,0,3.775,0,0,4.262,5.437,7.363,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.044,3.044,4.792,1,0,2.528,2.528,3.754,1,0,1.989,1.989,3.446,1,0,2.77,2.77,5.269,1,0,1.953,3.159,4.078,2,0,2.369,2.369,3.774,1,Like somewhat,0.051,0.051,11.663,1
3/31/2021 22:18,3/31/2021 23:04,IP Address,45.35.14.229,100,2754,TRUE,3/31/2021 23:04,R_2P1Cd1UaIQSMRo6,32.81370544,-96.87039948,anonymous,EN,1998,Cisgender Man,,Yes,Non-Hispanic White,,Yes,United States of America,Wisconsin,Graduate Student,,3rd Year,Yes,Student,"$30,000 - $39,999",Bachelor's degree,Democrat,Roman Catholic,,,I buy physical books,Less than Weekly,Weekly,3.79,6.337,8.35,2,Jr/Sr,Male,White,No,Yes,Like somewhat,2.001,33.089,34.759,14,2.774,2.774,4.616,1,0,2.28,14.486,15.967,8,0,12.241,23.529,24.151,6,0,2.135,10.154,11.72,4,0,2.279,11.089,12.9,6,0,2.46,17.669,19.326,7,0,2.157,9.192,10.495,4,0,2.645,11.204,13.102,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like somewhat,,,,
